status_id,screen_name,text,source,reply_to_status_id,reply_to_screen_name,is_retweet,favourites_count,retweet_count,country_code,followers_count,friends_count,verified,lang
1251663241123704840,Univ_inenglish,"#CoronavirusMexico: As of April 18, #Mexico's Health Ministry reported 7,497 #COVID19 cases, as well as 12,369 suspected cases and 650 deaths
https://t.co/wEtBw4fJZH",Twitter Web App,,,False,4945,11,,16877,1707,False,en
1251663428097200128,KellyVaughen,"This Utah man, Loren Lybbert, is selling Coronavirus themed shirts. He says he hasn’t had work since COVID-19 shutdowns. @KUTV2News #Covid_19 #coronavirus https://t.co/ooPLRLRowC",Twitter for iPhone,1.251660161833263e+18,KellyVaughen,False,568,11,,871,274,True,en
1251663493083860999,tobitac,Last month I argued that we cannot beat this #Covid19 crisis without confronting rightwing nationalism. But instead the Democrats are collaborating with rightwing nationalists to promote their core narrative: “Blame China”. This is disastrous https://t.co/osAUUVw9RM,Twitter for iPhone,,,False,27645,15,,3825,2817,False,en
1251663501841571841,pinkk9lover,"Now WTH does #SciftySchiff have going on with #China? His dirty hands are into all that is corrupt! He’s asking @POTUS ie, Patriots to stop blaming #China for #Covid_19 . Joe is not going to win 💩4🧠s! You know what to do- #ChineseWuhanVirus 
#ChinaMustPay #DemocratsHateAmerica https://t.co/fBjYxXpjsW",Twitter for iPhone,,,False,328165,409,,78510,61253,False,en
1251663535370678272,PravitR,More reports abt suicide due to economic destitution. Time for spokesman of Thai government COVID-19 Centre to put up the figure next to that of those who died from COVID-19-related complications so we can see the other side of the coin. #Thailand #COVID19 #coronavirusthailand,Twitter for Android,,,False,6931,11,,55436,1438,True,en
1251663540391497732,MontyBoa99,"@IngrahamAngle They promised to carry it as soon as the content starts being #COVID19 again, instead of lies to cover-up how POUTS wasted #70 days in slothful golfing and boastful rallies.

His ignorance, defiance of experts, mismanagement, lies and inability to focus is killing Americans. https://t.co/VSF3Amjtex",Twitter Web App,1.2516233677839565e+18,IngrahamAngle,False,111444,75,,20717,10440,False,en
1251663899436482561,HunnyJax,"I've been horrified, saddened, disgusted, sickened,  tearful for years now...seeing the despicable cruelty &amp; torture re #Asian #dogandcatmeattrade 
Shocked NOW to read
 'buyers believe dog meat “is good for health &amp; helps ward off cold or viral illness like #Covid_19 ' 😲 
Sick! https://t.co/abLi3zB7lL",Twitter Web App,,,False,75800,12,,8355,9190,False,en
1251663963630297088,ZevShalev,The Predict Project was Barrack Obama's visionary program to combat the spread of pandemics around the world.  Trump killed the program in September - just 6 to 8 weeks before the first #COVID19 case is believed to have surfaced in Wuhan.  https://t.co/N9eKjloTvv,Twitter Web App,,,False,7851,116,,27315,4841,False,en
1251663989534330886,SoStarMusic,"Coronavirus: Will Covid-19 speed up the use of robots to replace human workers?

""People usually say they want a human element to their interactions but Covid-19 has changed that,"" says Martin Ford

#CoronavirusPandemic #Robots #Tech 

https://t.co/YkXlBdhcNq",Twitter Web Client,,,False,341074,15,,235395,174536,False,en
1251664016788860928,marty_walsh,"Making sure everyone in Boston has access to information on #COVID19 is my top priority. We’re sharing updates in 7+ languages through sound trucks, texts, robocalls, and lit drops to make sure everyone has the information they need to stay safe.
https://t.co/lXGlWl61FR",Twitter for iPhone,,,False,454,38,,313653,2217,True,en
1251664214516658176,stevesilberman,"As Florida's beaches reopen, the state just released a list of eldercare and assisted-living centers with #coronavirus cases. It's 7 pages long. https://t.co/1Rks0tCFXq",Twitter Web App,,,False,33493,431,,119422,9720,True,en
1251664225073692672,alanna_smithh,A major spike in overdose interventions at the Calgary Drop-In Centre is creating “moral distress” for staff now forced to balance life-saving measures with #COVID19 safety protocols. @calgaryherald #yyc https://t.co/xyQdRefTfN,Twitter Web App,,,False,9991,14,,1415,1032,False,en
1251664222099869697,UNITEHERE11,"Please consider donating to the Emergency Hospitality Worker Hardship Fund.

Not all workers are eligible to apply for unemployment - and many immigrant workers who are especially vulnerable have very few allies to turn to for relief. #COVID19

https://t.co/R9C3huQ912",Twitter Web App,,,False,1112,10,,9469,2897,False,en
1251664263803887617,TW_Eswatini,"Our appreciation to Minister Nkosi for acknowledging #TaiwanCanHelp the #BeautifulKingdom combat #Coronavirus. For 52 years, #Taiwan &amp; #Eswatini have cooperated for the benefit of the people. It's natural for true friends &amp; partners in prosperity to stand as 1 in an hour of need. https://t.co/b8ul9lKsYs",Twitter Web App,,,False,6636,89,,3146,212,True,en
1251664311497490434,Gizmodo,Google wants you to know where the nearest #coronavirus testing center is. https://t.co/BEbGZTLaHt https://t.co/T0v9WRBtb7,Sprout Social,,,False,259,10,,2892901,145,True,en
1251664506239008768,darrenwalker,TY @ladygaga @glblctzn @WHO for having me at the #TogetherAtHome virtual concert today. @FordFoundation is proud to support working families during #COVID19 with the Families &amp; Workers Fund. More: https://t.co/hwKVzpgQaO #Coronavirus https://t.co/ky2pO6aRCB,Twitter Ads,,,False,967,12,,41929,896,True,en
1251664533409718276,daviddunn177,"@maddow Donald Trump will reopen America too soon.

People will go running wild. 

Americans will get infected.

America will close back down again.

We need national testing.

#FloridaMorons #trumpcovidfails #Covid_19 #Biden2020 #Maddow #MSNBC",Twitter for iPhone,1.2516637193497887e+18,maddow,False,58998,11,,2124,2042,False,en
1251664654641709056,GolsaSarabi,"Millions of masks and #coronavirus test kits are sitting in warehouses and can't reach the #US because of new Chinese policies

#CoronavirusOutbreak
https://t.co/abSpPM0034",Twitter for Android,,,False,7343,14,,2045,1284,False,en
1251664662896226306,Jerusalem_Post,"Texas and Vermont will allow certain businesses to reopen on Monday and Montana will begin lifting restrictions on Friday, as #Trump said that the #coronavirus has peaked in America. 

https://t.co/sEOg5lb5LD",Twitter Web App,,,False,1378,10,,465260,487,True,en
1251664771126038530,StevenSinger3,"You Can’t Have My Students’ Lives to Restart Your Economy
https://t.co/7m4OE9hDk6
@BadassTeachersA @DianeRavitch @DennyTaylorYes #tbats #education #coronavirus #Covid_19 #schools #teachers #students #economy #educationmatters #Education4All #EducationintheTimeofCOVID #educators",Twitter for iPhone,,,False,98915,23,,10713,11750,False,en
1251664790759432192,realpeesparkle,"If you're an American, #NancyPelosi hates you.

#COVID
#Covid_19
80% of Restaurants Say They May Not Reopen -- 11 Million Jobs on the Line -- While Pelosi Sits at Home with Her Chocolates, Refuses to Approve More Loan Money https://t.co/HlGYKtsWgT via @gatewaypundit",Twitter for Android,,,False,911,67,,19560,20013,False,en
1251664810174935041,prageru,"Authorities in:

✔️CA arrested a man for paddle boarding

✔️CO handcuffed a dad at a park

✔️MS shut down a drive-thru church service

✔️PA dragged a man w/o a mask off a bus

✔️NY and CA want people to report those not ""social distancing""

Our freedoms are being lost!

#COVID19",TweetDeck,,,False,12475,300,,414431,7369,True,en
1251664870292049920,univmiami,Members of the #umiami community lend a helping hand to aid in the fight against #COVID19. https://t.co/8RQ6gu9z8a https://t.co/cuTV8Vk5Vr,Twitter Web App,,,False,3294,18,,92563,464,True,en
1251665065650139136,InactionNever,"❤️❤️❤️

As a message of hope during these challenging times, #NYPQueens plays Journey’s “Don’t Stop Believin'” throughout the hospital each time a #COVID19 patient is discharged and on the road to recovery. 

 https://t.co/DSASbaRpH1",Twitter for iPhone,,,False,120548,19,,32651,25849,False,en
1251665129994772480,ellymelly,"""My nightmare political scenario is that we destroy the economy to beat the virus."" Well said, @rowandean 

You're completely right. If businesses and their employees lose their life's work, they will turn around and punish the sitting government. #outsiders #auspol #covid_19",Twitter Web App,,,False,62493,33,,10804,10803,False,en
1251665232360960000,GreenpeaceNZ,"RUSSEL NORMAN: 
""If we are going to spend 20 billion dollars stimulating the economy, let’s spend a bunch of that money on a #GreenCovidResponse – infrastructure projects that hasten us towards a zero carbon future""  https://t.co/EnPcfHyDv7 #nzpol #COVID #Covid_19 #covid19nz",Twitter Web App,,,False,53079,16,,37122,7914,True,en
1251665341358518272,PressTV,"#COVID19 deaths outpace funerals in #NewYorkCity

https://t.co/x0Et1oxmDM",Twitter Web App,,,False,3204,19,,235587,62,True,en
1251665397272547329,JannaWilkinso69,"Sheesh !!!

Just OVERHEARD a couple who WITNESSED a #CarCrash telling the #LEO ...

“Yep it was DEFINITELY caused BY #COVID19  !!” 🤪

#SheepRUs 😜 https://t.co/UkuXhSDJap",Twitter for iPhone,,,False,255320,13,,85914,85771,False,en
1251665430965559298,clminks,"Despite what Digital Underground says, we do not want to do the ""humpty hump."" Stay home. Don't protest. Don't yell and get your saliva on each other. Be smart. #COVID19 

Image: @washingtonpost https://t.co/842ORCEbf7",Twitter Web App,,,False,2199,225,,522,373,False,en
1251665494593155072,Yahoo,"Watch now on @Yahoo: @GlblCtzn's One World: #TogetherAtHome, a day of entertainment in celebration of community health workers on the front lines of #COVID19 and #HealthForAll

Watch 👉 https://t.co/dxMj629YS2 https://t.co/eIOrrKMpyT",Sprout Social,,,False,2043,23,,1448125,7856,True,en
1251665563786653698,BasedPoland,"Big protest in #SaoPaulo today against State Governor #JoaoDoria today.

The protesters are against Doria for:
1. His strict #Coronavirus lockdown 
2. Winning the election for governor by declaring himself a #Bolsonaro supporter but then selling to the #DeepState and China https://t.co/fyaszle9Tm",Twitter Web App,,,False,14830,1463,,120478,66007,False,en
1251665565132840961,UN_News_Centre,"US must improve #COVID19 strategy to keep tens of millions from falling into poverty, urges rights expert @Alston_UNSR. 

""They are being hit hardest by the pandemic"" 

https://t.co/UlFjdZ8V3s https://t.co/zw8Oj2KnP9",TweetDeck,,,False,951,13,,471491,1167,True,en
1251665565241884672,El_Universal_Mx,"No federal administration has been able to improve #Mexico's health system completely, therefore, it is important to practice #SocialDistancing and to quarantine amid the #COVID19 pandemic https://t.co/UaDFdkiT1e",Twitter for Advertisers,,,False,29677,10,,5526791,14015,True,en
1251665577548099586,cenmag,"Fujifilm is ramping up production of its #antiviral favipiravir as a possible treatment for #COVID19. Phase III clinical trials are ongoing in Japan, and Phase II trials started earlier this month in the US. https://t.co/EgWWAnAR9d",Hootsuite Inc.,,,False,15465,13,,67098,968,True,en
1251665824345096192,wcuddington,"Annie Pomerleau has a chuckle while pleading for more #booze from the balcony of her apartment in the City View retirement residence in Ottawa. She was participating in a salute to family, friends and in a parade of cars driving in front of the west end residence. #Covid_19 https://t.co/6stxpi7JC7",Twitter for iPhone,,,False,1341,13,,723,315,False,en
1251665836823252999,DianaJManwaring,"@AdamHoltz6 @SethAbramson I agree.   Things keep getting worse and worse.  He MUST be stopped NOW...Pence too.....or the death toll will be considerably higher.

Trump is, imho, the #CovidiotInChief

#DonaldTrumpIsALiar
#ArrestTrumpSaveLives
#COVID19",Twitter Web Client,1.2516648576797696e+18,AdamHoltz6,False,68542,11,,1831,2184,False,en
1251665836240187393,JRClemmons,"TDMHSAS is recv’ing $2M federal grant to provide addt’l #mentalhealth &amp; #substanceabuse services in response to #COVID19. If having mental health crisis, call 855-274-7471 or text “TN” to 741-741. If need treatment for substance use or help w recovery, call or text 800-889-9789.",Twitter for iPhone,,,False,14508,15,US,6771,3157,True,en
1251665943358517251,AndyBiotech,"Unbelievable how much hate Bill Gates gets for his efforts on vaccine development for #Covid19

FFS the man is trying to save the planet! https://t.co/8UpjoTAKyp",Twitter for Android,,,False,7705,52,,70019,760,False,en
1251665981975531525,mikeandersonsr,"BTW, if you test negative for #COVID19 right now, you can get it tomorrow.

BTW testing healthy people is stupid.

BTW cloth masks don’t stop the virus.

BTW there is a good chance people have already had and recovered from mild CV, but didn’t know. 

BTW, 95% of case are mild.",Twitter for iPhone,,,False,82571,251,,53447,54204,False,en
1251666015311847429,BlueOklahoma,"**** Please #RETWEET!!! ****

7 weeks ago, America had 15 cases of #Coronavirus. Trump claimed it would ""soon be ZERO.""

6 weeks ago: 89
5 weeks ago: 444
4 weeks ago: 2,826

Today: 738,489 / 38,917 DEATHS

#TrumpLiedPeopleDied
#VoteBlue2020
#RidinWithBiden https://t.co/3aXNoYVcYE",Twitter for Android,,,False,4298,12,,4029,4966,False,en
1251666021133381633,UNDPPH,"📍 @UNDPPH provides 15 units of medical ventilator machines (MVM) for #COVID19 designated hospitals in the Bangsamoro Region, which has only 3 existing units of MVM in Maguindanao Provincial Hospital.

Read more 👇🏻
https://t.co/TKcQGtFzAP",Twitter for iPhone,,,False,6178,15,,11834,2827,True,en
1251666088657661953,DrEricDing,Rural areas of America could be hit hard by the epidemic. We need to be alert. #COVID19 is no longer just a simple respiratory disease - it’s is disease of chronic conditions that makes it more aggressive as well. https://t.co/ZTOtUURZZJ,Twitter for iPhone,,,False,58061,118,,168653,3739,True,en
1251666368203755521,MontyBoa99,"@PressSec @realDonaldTrump The US has the fastest rate of transmission of any developed nation. POUTS just made that even worse by trying to provoke people to violate the guidelines about social distancing that his own administration just published.

He's incoherent and dangerous. 

#COVID19 is #TrumpVirus https://t.co/m4Rjhg0e2k",Twitter Web App,1.2516436843046216e+18,PressSec,False,111444,113,,20717,10440,False,en
1251666504015175682,IAMCouncil,"Voice of America calls out the weaponization of #COVID19 by India against its Muslim population
@StateDept @SenateGOP @SenateDems @WhiteHouse @HouseDemocrats @HouseGOP @SpeakerPelosi @RepEliotEngel @RepBera @BradSherman @USCIRF @IRF_Ambassador 
#HateVirus
https://t.co/ndljbWoOXe",Twitter for iPhone,,,False,461,33,,7489,574,True,en
1251666539641790464,SandraSentinel,"One thing these little dictators forgot is that Americans will sacrifice to saves lives. BUT we will not obey arbitrary rules made up by power hungry politicians.

We became a nation by disobeying dictators and that is still in our DNA

#covid19
#coronavirus
#MAGA
#Trump",Twitter Web App,,,False,92974,225,,186764,57270,False,en
1251666573426819072,StephenGlahn,?? The tests for #COVID19 were only created this year. https://t.co/gFeu2RyNeP,Twitter Web App,,,False,71618,11,,53038,52752,False,en
1251666571698802706,MedscapeNeuro,"Anecdotal reports suggest #COVID19 causes neurologic symptoms.
https://t.co/IaAioAKYbN",Sprinklr Publisher,,,False,256,10,,33297,397,False,en
1251666640468672520,BeachMilk,"You won’t see this covered in the mainstream news.

Dr Anthony Fauci’s NIH granted $3.7 million in funding for ‘Gain-of-Function’ research into #Coronavirus at the Wuhan Institute of Virology, which ENGINEERS normal viruses into bio-weapons to test ‘how bad’ they can get! https://t.co/Jhf6V9r2vT",Transferring-videos.com,,,False,22899,102,,15085,3739,False,en
1251666657690267648,JennyMikakos,"There are now 1328 confirmed cases of #COVID19 in Victoria. Sadly, a man in his 80s has died in hospital taking the number of people who have died in Victoria from #COVID19 to 15. My thoughts are with his family. #springst 1/3",Twitter for iPhone,,,False,10127,29,,14709,972,True,en
1251666691949543428,Laurie_Garrett,"Wow. An architect looks at #COVID19 &amp; asks, ""Will we have learned anything when we spill out onto the streets? This can be the beginning of a new way of life. Our continued prosperity is at stake—as is the way we work &amp; make a home out of this earth.""
https://t.co/7LLOqWtAUT",Twitter Web App,,,False,7973,84,,125018,1776,True,en
1251666761063239680,addicted2newz,"Currently there is sufficient capacity in the #NHS for ventilators and we're confident we will keep up with demand.

A clear answer from @RobertJenrick and a very detailed answer from @NHSEnglandNMD.

Excellent.

#PressBriefing #Coronavirus #Covid_19 https://t.co/61RAjC8Ia2",Twitter Web App,,,False,78988,31,,22225,9995,False,en
1251666780566753286,rajshah,"One World: #TogetherAtHome is not a telethon – it’s a historic, global broadcast to support The World Health Organization (@WHO) in the fight to end #COVID19. I'll be sharing an update about how we're #MeetingThisMoment at @RockefellerFdn around 8:45 pm ET. Join us live! https://t.co/HoS2cjVQ6P",Twitter Web App,,,False,1463,15,,98378,708,True,en
1251666823465930752,GlobalWater2020,Tweet this if you believe all healthcare facilities need water to fight #COVID19! @GlblCtzen @WHO #TogetherAtHome #WASHinHCF https://t.co/znLxn2HUxN,TweetDeck,,,False,637,10,,697,368,False,en
1251666823361298433,htTweets,"No money received from Centre to fight #Covid19: Punjab CM @capt_amarinder

https://t.co/ltOQ6xbP2J https://t.co/ffuDkHdTCr",TweetDeck,,,False,2978,59,,7337338,129,True,en
1251666823688437768,ABSCBNNews,Trump warns China could face consequences for #COVID19 outbreak https://t.co/W4UlEqNRa6,TweetDeck,,,False,1075,46,,6855353,1071,True,en
1251666844236341248,policeofficer,"Overall crashes down amid #coronavirus pandemic, but wrecks from impaired driving up: Police #DE https://t.co/g0fCU1bQjG",Hootsuite Inc.,,,False,44052,12,,48793,48866,False,en
1251666858538827777,QuickTake,"“Spring will always come no matter how cold the winter is."" 

#Wuhan native Yuli @once Yang started the #GoWuhan campaign to fight #coronavirus stigma against the city. Now, locals want to give back after receiving compassion from all over the world https://t.co/OLYfvcwuiF",SocialFlow,,,False,1025,21,,1043604,1349,True,en
1251667010007728128,SylvesterTurner,"In #Houston, we have not reached our peak yet. We are still in the storm. 

Our medical professionals tell us we are within our capacity. We need more testing. #COVID19",Twitter for iPhone,,,False,8023,311,US,113755,1701,True,en
1251667013447057411,Bakehouse2016,"@IanDunt I hope the (guess) 150,000 people who are grieving for loved ones who have so far died from #Covid_19 will read that Sunday Times article and demand Boris Johnson's immediate resignation.
No government has ever failed its people so atrociously.",Twitter Web App,1.2516485034803077e+18,IanDunt,False,58756,57,,9004,4714,False,en
1251667038675668992,ShireenGhorbani,I want to see our economy start to reignite. I also want clear plans that ensure we are doing everything to protect the health of Utahns. We shouldn’t make this decision in haste and see a backslide. #utpol #COVID19  https://t.co/JkXk7Q9gmu,Twitter for iPhone,,,False,7923,12,,9946,10880,True,en
1251667119193931777,uche_blackstock,"Why are we behaving like states have actual physical boundaries? If one state gets #coronavirus under control but the other 49 states have their own individual plans, ranging from reckless to weak mitigation strategies, we’re all in trouble! Am I missing something?",Twitter for iPhone,,,False,44962,192,US,31766,3867,True,en
1251667169802244096,DrGJackBrown,"Donald Trump, ""for people who don't understand the World and don't understand how life works"" wants us to know we would, ""right now be at war with North Korea"".

Step right up, folks, get your snake-oil!

#Coronavirus #COVID19 #TrumpPressConf",Twitter Web App,,,False,77992,47,,71906,11574,False,en
1251667279709908998,UN,Coming up: @antonioguterres joins @GlblCtzn One World: #TogetherAtHome broadcast in support of #COVID19 frontline health workers &amp; @WHO: https://t.co/YeZkuNSxfl https://t.co/bZElw8qQxY,Twitter for iPhone,,,False,1453,144,,12382226,1182,True,en
1251667304603168768,mikeandersonsr,"Question:
How do you make a free society voluntarily give up all of their freedoms, forfeit their jobs, destroy their life savings, stay indoors, and shame their neighbors for not tying a bandana over their face?  

Answer:
Fear.
Fear of an unseen enemy called #Covid_19.",Twitter for iPhone,,,False,82584,38,,53480,54234,False,en
1251667578516377600,airnewsalerts,"Britain's death toll in the #Coronavirus pandemic registered another big daily spike of 888 to hit 15,464.

#COVID19Pandemic https://t.co/ed7tTpQ21X",TweetDeck,,,False,612,12,,2344998,13,True,en
1251667611818946561,CGTNOfficial,"🇮🇹 #Italy registers 3,491 new #COVID19 infections, bringing the total number of cases in the country to 175,925, including 23,227 deaths https://t.co/T13gJw5xpy",Twitter Web App,,,False,68,13,,14019541,56,True,en
1251667632228454400,DrEricDing,It’s actually more like “Give me liberty AND GIVE OTHERS DEATH” for a pandemic like #COVID19 https://t.co/NeGaQ1gADr,Twitter for iPhone,,,False,58061,82,,168653,3739,True,en
1251667652277350402,TomthunkitsMind,"YEAH, I'M USUALLY THE potus EXCEPT WHEN THINGS GO WRONG:

Reporter: Does the buck stop with you, Mr. President?
Trump: Yeah normally, but… https://t.co/17KTqeLSm7
#coronavirus 03
#FBR",The Social Jukebox,,,False,22417,11,,70079,66478,False,en
1251667782124650496,Karashgould,Heartbreaking report tonight @CNN that #USSTheodoreRoosevelt now has 669 sailors w #Covid19 ; Captain Crozier had been sacked after writing to Washington  pleading for help weeks ago.. (Trump: who does he think he is? Hemingway?),Twitter for Android,,,False,19804,20,GB,1956,4533,False,en
1251667780128190464,Real_Macca_0161,"#Trump slams China for hiding initial #Covid_19 information in the press briefing... 

For the full video https://t.co/oNlUbtax67 

#MAGA2020 #TrumpPressConference   #KAG2020LandslideVictory #DonaldTrump #Trump2020 https://t.co/y4czt3UOU6",Twitter for iPhone,,,False,10814,18,,10072,10211,False,en
1251667834981150721,lindanewnham,"If you're in Japan and don't need the 2 masks from the government, please don't throw them out. Keep them in their package, put it in an envelope and send to the National Homeless Support Network (NPO) Address in comments.   

#Japan #COVID19 

https://t.co/wvdpUED9X9",Twitter for iPhone,,,False,21148,104,,927,458,False,en
1251667921304276992,drboycewatkins1,"A sign that people are overly sensitive and divided on the #Coronavirus conversation is how many angry messages I get when I cite stats from the CDC.  When facts and data become the enemy, that's one way of knowing that people have lost rationality.   They only want their truth.",Twitter Web App,,,False,3650,17,,104998,243,False,en
1251668041613684737,MichelleNunn,"Victoria and David Beckham say it right. 80% of healthcare workers globally are women. Defeating #COVID19 requires prioritizing women &amp; girls. @CARE, @glblctzn, @WHO &amp; many others are doing just that. #TogetherAtHome",Twitter Web App,,,False,754,15,,11166,695,True,en
1251668119225012224,rapplerdotcom,"""It could have been stopped in China before it started and it wasn't. And now the whole world is suffering because of it,"" says United States President Donald Trump. #coronavirus   https://t.co/yEj8lftRmU",Echobox Social,,,False,8087,26,,3265770,403,True,en
1251668148262105088,niccijsmith,Exaggerate? Has Taiwan’s success at fighting #COVID19 struck a raw nerve in Beijing? Coming up - Telegraph interview with Taiwanese Vice President Chen Chien-jen on #Taiwan’s coronavirus strategy. Judge for yourselves who is leading the pack.. https://t.co/4QAAsnKMVB,Twitter for iPhone,,,False,16149,10,,14715,3469,True,en
1251668148996182017,TomthunkitsMind,"This footage of a parade during the 1918 Spanish Flu pandemic offers eerie comparisons to the #coronavirus today https://t.co/UOsPeR2m79 04
#FBR",The Social Jukebox,,,False,22417,11,,70079,66478,False,en
1251668251517399047,hondurassol,"“Hospitals have collapsed in northern #Honduras” With less than 500 cases in the country. 

The main hospital in the epicenter of the #COVID19 crisis is in San Pedro Sula, the second largest hospital in the country.

https://t.co/cCuYCAtAKi",Twitter for iPhone,,,False,916,15,,5035,917,False,en
1251668405498888197,bluebirds999,"These #Covid_19 deaths and cases aren’t just stats and numbers. 

They are real people! 

They are real tragedy’s to families, friends, co workers, parters. 

They should matter a lot more! 

We should be celebrating their lives not just the famous! 

Retweet if you agree?!",Twitter for iPhone,,,False,54671,18,,5195,4793,False,en
1251668529016905732,JoaquinCastrotx,"This pandemic has not only exposed but exacerbated inequities in American society.

Farmworkers are risking their lives to keep us fed, yet many are undocumented and fear not only #coronavirus but deportation. They deserve immigration protection and economic assistance.

@MSNBC https://t.co/0QUbce9LWt",Twitter Media Studio,,,False,6596,185,,224185,2175,True,en
1251668564068704257,RobertoValentUN,One 🌍 United against #COVID19. Be generous and stay safe https://t.co/OBCTSn3OrD,Twitter for iPhone,,,False,32160,30,AR,27118,13871,True,en
1251668647375966208,PeterMerlinCane,"We are watching you China... 
https://t.co/4foct3noh6
#COVID #Covid_19 #COVIDIOTS",Twitter Web App,,,False,59963,13,,127071,139537,False,en
1251668879182647298,TomthunkitsMind,"#Coronavirus Crisis
“ I am in danger but I can not tolerate any longer! All the residents in my community are now in hospitals. And no beds and medicines are available. All the news on CCTV is fake! All Fake! ...I want to speak up for Wuhan people” https://t.co/Y5kkHihn4O 01",The Social Jukebox,,,False,22417,12,,70079,66478,False,en
