status_id,screen_name,text,source,reply_to_status_id,reply_to_screen_name,is_retweet,favourites_count,retweet_count,country_code,followers_count,friends_count,verified,lang
1255285669494218752,Microsoft,"#COVID19 is shaping our world in new ways.

Learn how life and the use of technology has changed for our customers in Italy: https://t.co/AoEw57DkZF",Sprinklr Publisher,,,False,2407,26,,8906767,2558,True,en
1255285688100098050,HarvardBiz,"The always-on ""ideal worker"" was always an unrealistic archetype. #Covid_19 may be showing the world that it's also impossible. https://t.co/hNgxwDEFd0",SocialFlow,,,False,76,12,,5576010,217,True,en
1255285795474362370,NEJM,Correspondence: Allocating Medical Resources in the Time of Covid-19. #COVID19,Twitter for Advertisers,,,False,1019,13,,704737,395,True,en
1255285803120562176,PPFA,"Thank you to all of the doctors, nurses, and staff providing this essential care: https://t.co/BpkK7P18by via @SELFmagazine 

#COVID19 #AbortionIsEssential",Hootsuite Inc.,,,False,1999,20,,302455,832,True,en
1255286046759272448,RebelNewsOnline,"""Quarantines work — the Marseilles Plague of 1720 is the exception that proves the rule:

""It only did’t work because lying politicians foiled it,"" explains @ezralevant 

PLUS @SheilaGunnReid on her latest Dr. Tam scoop

WATCH https://t.co/H661dsSNb5

#COVID19 #cdnpoli https://t.co/WDgLaVroo6",TweetDeck,,,False,189,40,,185622,20641,True,en
1255286071052689408,FutureDocs,"Thank you @drjessigold for speaking up about the importance of healthcare workers “feeling their emotions” and also talking to others. 

...especially in the wake of the tragic loss of Dr Breen to suicide 😢 @MSNBC @WUSTLmed #COVID19 https://t.co/rk5be1gFEC",Twitter for iPhone,,,False,22904,50,US,33702,5740,True,en
1255286331607003137,JennyMikakos,"There are now 1354 confirmed cases of #COVID19 in Victoria. Sadly, a woman in her 80s has died in hospital taking the number of people who have died in Victoria from #COVID19 to 18. My thoughts are with her family. #springst 1/2",Twitter for iPhone,,,False,10200,17,,15222,974,True,en
1255286363856961536,YaleIMed,"➡️ UPDATED #COVID19 TREATMENT PROTOCOL   

4/27/20 updates:
🔸 Updates on diagnostic tests
🔸 Appendix on clinical trials available
🔸 Guidance on use of extracorporeal membrane oxygenation (ECMO)

Click profile link for full PDF🔗

⚠️working doc, subject to change.

#MedTwitter https://t.co/2PhDJbH9BQ",Twitter Web App,,,False,3468,49,,3450,916,False,en
1255286427849568260,MountSinaiNYC,"""Very grateful to @Tesla for providing Resmed #ventilators that our team was able to convert to critical care-capable,” said @DrDavidReich. https://t.co/UhwcVzyoTL #COVID19",Sprout Social,,,False,5371,83,,84710,6837,True,en
1255286431989317632,jamaicastar,"#CoronaMeter: As at 7 p.m., there have been no updates regarding #covid19 cases for Jamaica. To date, 29 persons have recovered form the virus. https://t.co/aFaiLVbUXZ",Twitter for Android,,,False,18,12,,160802,551,False,en
1255286469297610754,40_head,"Mike Pence, the head of Donald Trump's #Coronavirus task force, goes to the Mayo Clinic but refuses to wear a mask or follow their over-the-top hospital policy. Now, liberal media heads are exploding, accusations flowing. It's quite entertaining really.

https://t.co/7cxoBewHnw",Twitter for Android,,,False,69987,213,,55051,5141,False,en
1255286495826640897,CPHO_Canada,"To date, labs across 🇨🇦have tested &gt;754,000 people for #COVID19, w\ an average of about 7% +ve overall &amp; &gt;20,000 people tested daily in the past 7 day as #publichealth continues to ↑ capacity to #TestandTrace.",Twitter Web Client,,,False,540,27,,188248,182,True,en
1255286678639513601,JohnsHopkins,"""People with disabilities are at high risk of COVID-19, but their perspective is not being included in the efforts to address inequities in the response."" @BonnieSwenorPhD discusses how #coronavirus poses unique challenges for people with disabilities. https://t.co/oKymHsdPRD",Sprout Social,,,False,15754,11,,159254,4957,True,en
1255286757026865153,jessemckinley,"Yesterday, @NYGovCuomo took some of the blame for not being a ""bugle blower"" on #coronavirus.

Today, not so much.

cc: @axios, @hbo, @jonathanvswan, @wsj, @CDCgov, @WHO, @nih, @cia

https://t.co/w4kJldkcpP",TweetDeck,,,False,2531,17,,16370,4929,True,en
1255286824513273858,VABVOX,"▪April 8 Trump predicted 60k would be dead by early August.
▪We will hit that number tomorrow.
▪Now it's projected that 74k will die by early August.

Take a look at those beaches, folks--It's gonna be a lot more. Fauci projected there would be a rebound.
#CoronavirusPandemic https://t.co/uPqHT7JcAb",Twitter Web App,,,False,330689,12,,88805,3573,False,en
1255286846218743810,mangugsosung1,"Q. Didn't the church hide its records?

Shincheonji, How Beautiful Good News, Proclaim Peace, God Reigns!: Shincheonji beliefs &amp; COVID-19 Fact: https://t.co/W6yipSUP75

#ShincheonjiChurch #beliefs #Christianity #Bible #Jesus #Revelation #COVID19 #Coronavirius https://t.co/HkD4oeRBP0",Twitter Web App,,,False,2880,11,,3553,4849,False,en
1255286931228971008,usweekly,"#CNN's Chris Cuomo announced that he has officially tested negative for the #coronavirus, nearly one month after his diagnosis. 🙏https://t.co/bIfEHLIsSQ",Sprout Social,,,False,2353,17,,2170614,1175,True,en
