status_id,screen_name,text,source,reply_to_status_id,reply_to_screen_name,is_retweet,favourites_count,retweet_count,country_code,followers_count,friends_count,verified,lang
1254923282798850049,ANCALERTS,Mysterious blood clots are #COVID19's latest lethal surprise https://t.co/DYBLWEeISu,TweetDeck,,,False,5448,12,,4926070,774,True,en
1254923283834777600,JAMA_current,The #coronavirus disease 2019 (#COVID19) #pandemic is likely to result in year-over-year changes in both #healthcarespending and GDP that are without precedent https://t.co/zLsITYGL7O,Sprinklr,,,False,1384,16,,358900,810,True,en
1254923283318767616,RT_com,"Turn your bra into a mask 

#Japan #COVID19 https://t.co/r7L0IbfEX4",Twitter Media Studio,,,False,981,57,,3076831,562,True,en
1254923282371039241,airnewsalerts,"28,380 confirmed cases of #COVID19 reported in country so far 

https://t.co/qiXHhHT2T6",TweetDeck,,,False,612,22,,2366603,15,True,en
1254923281846677506,USMC,"Jump Around

Marines with Alpha Company, 1st Battalion, 3rd Marine Regiment, conduct physical training on @mcb_hawaii using #COVID19 mitigating measures to maintain readiness amid the pandemic. https://t.co/zTC2U7VegL",Twitter Media Studio,,,False,1398,311,,1383311,229,True,en
1254923281527984131,AJEnglish,Healthcare workers from around the world share their #coronavirus experiences. https://t.co/G9xMoWEUfA,Twitter Media Studio,,,False,5632,43,,6162312,249,True,en
1254923285260914688,AmerMedicalAssn,"During this unprecedented time, we're left concerned by the current state of diagnostic #COVID19 testing, lack of testing components, the performance of many currently available serological tests and their use informing physical distancing decisions. https://t.co/gMlwLWDZwh",Sprinklr,,,False,2940,14,,723544,6891,True,en
1254923292890161152,politstrip,"No one should be allowed to drive until we have not had any car accidents for 14 consecutive days. 

At that point, we can slowly phase in driving again, but only for certain people who must drive at half the speed limit #SafetyFirst 😆#quarantine #COVID19",Twitter for iPhone,,,False,142912,39,,31687,34005,False,en
1254923297973829634,NaheedD,"Being sick on the street is hard. During #COVID19, it’s harder. That's why our PEACH team created a resource to help frontline workers with issues like grief &amp; advance care planning. Much respect to those supporting people who are homeless @ this time🙏🏾.
https://t.co/2VY3ZMCpmJ https://t.co/EXrgYbgUHq",Twitter for iPhone,,,False,20255,42,,8924,848,True,en
1254923341200228353,nyphospital,"This week, the @EmpireStateBldg is lit up in blue &amp; white to honor &amp; thank the medical community for their efforts on the front-lines of #COVID19. The ongoing support for our #NYPHeroes is appreciated. #ThankYou to everyone who has shown their #SolidarityAt8. #HeroesShineBright https://t.co/JUbj9Xyctk",Sprinklr,,,False,13352,29,,47081,4498,True,en
1254923408464318466,wef,These Harvard scientists think we'll have to socially distance until 2022 https://t.co/DICEFOruln #coronavirus #lockdown https://t.co/eabjselX3a,Buffer,,,False,1784,110,,3760375,489,True,en
