status_id,screen_name,text,source,reply_to_status_id,reply_to_screen_name,is_retweet,favourites_count,retweet_count,country_code,followers_count,friends_count,verified,lang
1251299402838421506,dapmalaysia,"Parliament should meet to address the #COVID19 pandemic and the twin public health and economic crisis it has created for Malaysians or the Malaysian Parliament would be seriously remiss in its responsibilities to the country. - @limkitsiang

More ➡️ https://t.co/m0OOgH6HtW https://t.co/Eoh8ePS612",TweetDeck,,,False,192,11,,159291,110,True,en
1251299403530412032,OurRevolution,"Beyond INHUMANE. Trapping immigrants - who have committed no crime - will likely speed up the spread of #coronavirus. #ImmigrantRights  #PoliticalRevolution
https://t.co/kkNHrFSZwB",TweetDeck,,,False,1274,19,,143279,1465,True,en
1251299415551328256,wef,How 300 Indian scientists are fighting fake news about COVID-19 https://t.co/K0feEexoBv #COVID19 #India https://t.co/mblwX5FJVy,Buffer,,,False,1784,37,,3738934,489,True,en
1251299425739255808,leagueofcities,What challenges are local governments facing with #COVID19 response? NLC CEO @ceanthony50 will be answering questions live on @cspanwj tomorrow morning from 8:45 to 9:30 EST – don't miss it! https://t.co/Yt3GLJulho,Buffer,,,False,4613,10,,31250,529,True,en
1251299431690969089,severeweatherEU,"Lockdown in India remains, so #Himalayas are visible from the plains of northern India and Pakistan for the first time in 30 years – significant air pollution levels decline due to #coronavirus:

https://t.co/eBq2l3aSB1",Twittimer,,,False,510,71,,90534,565,False,en
1251299448073916416,KGeorgieva,The IMF’s Board today approved US$111.6 million to #Haiti to help address #COVID19. Haiti is the 20th country to receive emergency financing from the IMF in the crisis—to save lives and livelihoods. https://t.co/uTBomzz6YS https://t.co/37Z1zvLnoQ,Hootsuite Inc.,,,False,7065,11,,193663,2315,True,en
1251299455082680320,QuickTake,"In San Francisco, wild coyotes are roaming freely while the city is under a #coronavirus lockdown #Covid19 https://t.co/JuyyfZCdyD",SocialFlow,,,False,1026,55,,1041895,1349,True,en
1251299479405449220,globaltimesnews,"Novel #coronavirus testing booth seen in Tel Aviv, #Israel. https://t.co/t7g6GDU7hC https://t.co/2oOn7EF1Sd",Buffer,,,False,280,16,,1734346,509,True,en
1251299496694288384,themaxburns,".@RealDonaldTrump's lethal mishandling of America's #Coronavirus response is the end result of decades of @GOP anti-science rhetoric. 

Climate change denial works because climate change is slow-moving. When you deny the science of pandemics - that bites back NOW.",TweetDeck,,,False,2166,41,,21821,3254,True,en
1251299520924856327,StephRCaudle,I’ve been sitting on exciting news for the last 2 days and FINALLY I can share. TOMORROW at 10:00pm/est I will be a guest on a very special edition of @OWNTV @BlackWomenOWN talking about the impact of #Covid19 on business owners. Please tune in ❤️ https://t.co/jbBtXtpGWW,Twitter for iPhone,,,False,136,18,,2377,1848,False,en
1251299525710557184,UNICEF,"In many places around the world, keeping your hands clean to prevent the spread of #COVID19 is harder than it sounds. 
 
UNICEF is working to make sure every child has the resources to wash their hands and protect themselves and their families from #coronavirus.
 
#ForEveryChild https://t.co/rV0867CYkC",Hootsuite Inc.,,,False,15059,116,,8180441,23645,True,en
1251299544970731520,statnews,"A rapid test for the novel #coronavirus that was unveiled by President Trump has already been used hundreds of thousands of times can falsely produce negative results in patients who are infected, according to clinicians and laboratory experts. https://t.co/e9VHlwxKN1",Buffer,,,False,10030,88,,127422,5210,True,en
1251299616961806336,BrexitBin,"Sorry if you don't speak German, but this is what it's like to have an intelligent, confident, honest leader explain to you how fragile the success against #COVID19 is, and the danger that even a 10% increase in the (reduced) infection rate would mean.

https://t.co/unHDDP1ZnP",Twitter for Android,,,False,222972,93,,50975,26628,False,en
1251299625232937040,picardonhealth,"😳 @DreJoanneLiu, the former head of @MSF, who has worked on the frontlines of the #Ebola epidemic, told she is not qualified to help with aQuebec’s #COVID19 https://t.co/z8jc8BlIum",Twitter for iPhone,,,False,1504,10,,105214,1771,True,en
1251299653083107328,ConservaMomUSA,"🔥@POTUS @realDonaldTrump responds 2reports that #Obama’s NIH gave a $3.7million grant in2015  to the level4 lab in #Wuhan believed 2be responsible 4 the #Covid19 outbreak:
“We’re looking at it &amp; ending that very quickly-who was President then-I wonder?”😎
#ThanksObama
#Trump2020 https://t.co/X5R415RkLQ",Twitter for iPhone,,,False,134948,1057,,58431,17521,False,en
1251299720397328385,LiveAction,LIVE: Pregnant in a crisis: learn how to support preborn children and their mothers amidst the #COVID19. https://t.co/VdB2XYCEvL,Periscope,,,False,9451,35,,150821,2574,True,en
