status_id,screen_name,text,source,reply_to_status_id,reply_to_screen_name,is_retweet,favourites_count,retweet_count,country_code,followers_count,friends_count,verified,lang
1255648058588762118,NEJM,This letter reports a prospective case series of patients in New York City with known IMID and/or IBD who developed Covid-19 while on immunomodulatory therapy and biologics. Their hospitalization rate was consistent with that seen among the general NYC population. #COVID19,Twitter for Advertisers,,,False,1019,90,,705562,395,True,en
1255648057896472576,abc730,"UK doctors have identified two serious syndromes in children, #KawasakiDisease and #ToxicShockSyndrome, that could be linked to #COVID19. Dr @normanswan takes a look. #abc730 #coronavirus https://t.co/12ExEKSOBk",Twitter Media Studio,,,False,2366,19,,184764,1115,True,en
1255648062825017344,JAMA_current,"To minimize the medical and economic consequences of #COVID19, it is important to rapidly assess and adopt a containment intervention bundle that drives transmissibility to manageable levels https://t.co/CHHjzJ57tg",Sprinklr,,,False,1386,15,,359628,810,True,en
1255648060295671808,ChinaDaily,"#Wuhan reopens its landmark tourist attraction, the Yellow Crane Tower, to the public on Wednesday, as the Chinese city hit hard by the novel #coronavirus eases back into normalcy. #COVID_19 #tourism https://t.co/rHIaXaA0uk",ospublisher,,,False,12,20,,4368079,522,True,en
1255648069288411137,darndifino,"@fenrir_71 @realspaceblatt @GOP #RepugnantCons want to make sure that if you're ordered to return to work and refuse you lose UI benefits. If you DO return to an unsafe workplace, contract #COVID19 have medical expenses or die NO ONE CAN SUE THEM!!!

THAT'S HOW #RepugnantCONS TAKE CARE OF AMERICANS!!!",Twitter Web App,1.2555360396215173e+18,fenrir_71,False,57311,12,,13047,13079,False,en
1255648104948420609,DrTomFrieden,"Dr. Tony Fauci of @NIAID @NIH gets it exactly right again: ""Never again. We should never ever be unprepared for something as catastrophic as what we are going through now."" We must learn lesson of #COVID19 and invest in public heath in the US and globally. https://t.co/TBHExItlrU",Twitter Web App,,,False,192,294,,50111,238,True,en
1255648139538829312,RonaldReagan,"“The American people have worked wonders that have astounded the world. We've done it in war and peace, in good times and bad, because we're a people who care and who know how to pull together to change things for the better.” – Ronald Reagan #WhatWouldReaganSay #COVID19 https://t.co/j9q55bWQG2",Hootsuite Inc.,,,False,2041,28,,47064,109,True,en
1255648136665665536,mattbc,"Welcome to #COVIDchat, where tonight, @WPeriyasamy and I are honored to share a conversation we had with Prof. @ruqaiijah, JD, MPH about #COVID19, racial inequity, disability, and home &amp; community based services (#HCBS) 

https://t.co/SbIkcYNSnx",Twitter Web App,,,False,145425,22,,30918,2325,False,en
1255648149219098625,PatriciaHeaton,Are we all going crazy yet? #Covid19 #EverybodyLovesRaymond https://t.co/H2tkLBm6gL,Twitter Web App,,,False,36018,64,,432122,1323,True,en
1255648185873240070,DylanRatigan,"“Corona Money Talk” with ⁦@jimmy_dore⁩, how ⁦@JoeBiden⁩ ended #MeToo, Housing on the brink and the raiding of American taxpayers using the Virus as opportunity for mass wealth consolidation. #COVID19  https://t.co/Mlnao5R2aB",Twitter for iPhone,,,False,563,50,,78565,2355,True,en
1255648264633888769,Univ_inenglish,"The Embassy of the #Netherlands in #Mexico gave 430 #tulip bouquets to frontline medical workers to thank them for their dedication and commitment during the #coronavirus pandemic 💐
https://t.co/eAiKz5di0z",Twitter Web App,,,False,5061,28,,17087,1721,False,en
1255648277330046977,UNDP,"The social &amp; economic crisis sparked by #COVID19 feeds on pre-pandemic vulnerabilities that will be a fire hard to contain. Working in silos on #COVID19 is not an option. New @UNDPAsiaPac paper outlines needs for socio-economic recovery in Asia &amp; Pacific.
https://t.co/mIF8mhMvg7",Meltwater Social,,,False,17148,17,,1498713,1587,True,en
1255648292207243265,CPHO_Canada,Here’s to all Canadians!! – your efforts have helped to #FlattenTheCurve of #COVID19! We will get through this together. #KeepItUp #PlankTheCurve https://t.co/RWXzcTDpio,Twitter Web App,,,False,541,119,,189006,182,True,en
1255648308716060675,AspenInstitute,"The Digital Divide is being felt acutely during the #COVID19 pandemic, esp by low-income Americans and communities of color. @larry_irving, @gigibsohn, @Vivian, @GeoffreyStarks &amp; @jimsteyer discuss solutions on the latest @aspenideas To Go podcast episode: https://t.co/7s67N6PgEG",TweetDeck,,,False,14972,13,,105675,3725,True,en
1255648308636405764,AFP,"It started with a pig costume and a sign saying ""This little piggy stayed home"" - but when the image got 30,000 social media ""likes"" the #coronavirus lockdown project morphed into a way to make people laugh during dark times https://t.co/1Ol6oedBY7 https://t.co/RBEpsVNLMj",TweetDeck,,,False,2555,18,,1857104,675,True,en
1255648315833802752,SpirosMargaris,"Top #MachineLearning #Books 

Made #Free Due To #COVID19 

https://t.co/mh5u0aNPaE #fintech #AI #ArtificialIntelligence #DeepLearning @Analyticsindiam @sallyeaves @KirkDBorne @pierrepinna @psb_dc @HaroldSinnott @jblefevre60 @diioannid @ahier @SabineVdL @KMcDTech @TunstallAsc https://t.co/PPme5m7JH1",Buffer,,,False,160842,32,,97546,14021,True,en
1255648418346737664,robertlufkinmd,Remdesivir helps with #COVID19 but unfortunately is not a miracle drug or even overly effective. Patients taking it had a 31% faster time to recovery than placebo (p&lt;0.001). Also a mortality rate of 8.0% for the group receiving #remdesivir versus 11.6% for placebo (p=0.059). https://t.co/3VMsx3CRBh,Sprout Social,,,False,1764,29,,32019,2682,False,en
1255648436919111680,comilla_s,Day 18: the “Re-Entry Phenomenon” and the stigma of having #COVID19. People are having a difficult time trying to go back to their families. Many parallels to the AIDS epidemic. #NYC #HealthcareWorkers https://t.co/lVji3KqAhj,Twitter for iPhone,,,False,6158,11,,6852,2548,False,en
1255648465994100738,SenRickScott,Here are today’s updated #Coronavirus numbers by state and Florida county: https://t.co/MBE78hHCCV,Twitter Web App,,,False,21,18,,324234,2798,True,en
1255648503335981061,MaryamHenein,"#Covid19 BOOM 💥MUST SEE 👀

@DrJudyAMikovits &amp; #WeThePeople 
VS #Fauci &amp; #vaccinedeepstate 🌏'ists

Bravo! @patrickbetdavid @ValuetainmentTV

Call this #liveexcercise OFF Support #whistleblowers &amp; #truthers 
@CeliaFarber 
@Perpetualmaniac 
@velocirapture23 
@o_rips 
@csthetruth https://t.co/DMJGW8URIH",Twitter Web App,,,False,34398,21,,13398,4499,False,en
