status_id,screen_name,text,source,reply_to_status_id,reply_to_screen_name,is_retweet,favourites_count,retweet_count,country_code,followers_count,friends_count,verified,lang
1254198507432378368,RT_com,Portugal celebrates anniversary of revolution under #COVID19 lockdown https://t.co/TCeaGNNi23,Twitter Media Studio,,,False,971,39,,3076776,561,True,en
1254198506895671296,OurRevolution,"The DNC needs to get their act together and implement a Mail-In Ballot System NOW - before it’s too late. #VoteByMail #COVID19 #PoliticalRevolution
https://t.co/zzIT4zlOB3",TweetDeck,,,False,1278,45,,143738,1464,True,en
1254198506417459200,AJEnglish,"What is the lifespan of #coronavirus in different weather conditions?
@DrAmirKhanGP answers.

Got questions about the #COVID19 pandemic? Share them 
below 👇 #AJDoctorsNote https://t.co/8MYjiCegWD",Twitter Media Studio,,,False,5615,101,,6153317,247,True,en
1254198505662484481,ChinaDaily,#FightTogether The China-Europe Railway Express serves as an artery for medical supplies and daily necessities to Europe and promotes China-Europe cooperation in tackling the #COVID_19 pandemic. #Europe,Twitter for Advertisers,,,False,27,25,,4366149,522,True,en
1254198540194263042,ReproRights,"As litigation concerning abortion restrictions continues, @VICE provides insight into the impact of inconsistent abortion access during the #COVID19 pandemic, and notes that, “with no end in sight to the pandemic, these legal battles are far from over."" https://t.co/dWV2ng7nD2",Sprout Social,,,False,22936,10,,108771,2257,True,en
1254198619051352064,wef,Travel restrictions in Thailand enable rare turtle to build a record number of nests https://t.co/3VWNyWCRY9 #covid19 #thailand https://t.co/Xr5oYS7yWa,Buffer,,,False,1784,86,,3756316,489,True,en
1254198678534881281,IAGovernor,So grateful to Dr. Mike Pentella and the entire team at the State Hygienic Lab working around the clock as part of the state’s response to #COVID19. https://t.co/mtIGxHXOuZ,Twitter for iPhone,,,False,2523,10,,26205,550,True,en
1254198800698290176,mydemocracy,People in their 30s—40s—50s barely sick w/ #COVID19—are dying of #strokes. These lg strokes are very treatable. But has to be done quickly—ideally w/in 6 hrs but no more than 24 hrs: “if you have symptoms of stroke—you need to call the ambulance urgently.” https://t.co/1GW8O62Al1,Twitter for iPhone,,,False,19883,11,,13239,14150,False,en
1254198864451518464,BeachMilk,"President Trump says the US won’t participate in the W.H.O./Bill Gates global mass vaccination project.

THIS might get other world leaders thinking too, instead of being OBEDIENT U.N. SHEEP. 

Well done Mr. President!👍

#Coronavirus #UNexit #COVID 
 https://t.co/FFLZmw9ZYV",Twitter for iPad,,,False,23973,913,,15926,3793,False,en
1254199215896449024,GuftarAhmedCh,"Media will never show this, but you can let world know the reality.Tablighi Jamat members donating blood plasma for people infected with Covid despite Ramzan. Long live humanity #Covid_19 #coronaupdatesindia https://t.co/UAvORkmBl9",Twitter for iPhone,,,False,34580,59,,3962,133,False,en
1254199369122885632,DrJacobsRad,"Each and every personal support worker, nurse, cleaning staff, radiology technologist, and porter deserve this small recognition of their huge contributions they are making and the risks they are taking.

#Cdnpoli #Onpoli #COVID19 https://t.co/SU56omV6K8",Twitter for Android,,,False,44197,11,,24786,811,False,en
1254199509854404610,WellingMichael,"#Venezuela Citizens ignore #Covid_19 quarantine in search for food 🥘 as hunger sweeps through the Socialist country
 https://t.co/RfmsiU9CoA",Twitter for iPhone,,,False,261180,249,,44518,19405,False,en
