status_id,screen_name,text,source,reply_to_status_id,reply_to_screen_name,is_retweet,favourites_count,retweet_count,country_code,followers_count,friends_count,verified,lang
1250937017069826048,USMC,Marines prove they’re ready for anything after quick-thinking saves lives in #NewYorkCity. #COVID19 https://t.co/7MV3EI83IA,TweetDeck,,,False,1396,504,,1374181,229,True,en
1250937016503713792,UN_News_Centre,"The #COVID19 pandemic threatens to deepen suffering in Yemen, where the majority of people rely on aid relief.

UN Envoy for the country, @OSE_Yemen warns that the war-torn country 'cannot face two fronts at the same time'.

https://t.co/V2teYA30qY",TweetDeck,,,False,951,10,,470846,1167,True,en
1250937015488491520,RT_com,How about some 'fire trumpet' to lift those spirits? #COVID19 #Equador https://t.co/eCq3E2AAGa,Twitter Media Studio,,,False,961,46,,3076581,642,True,en
1250937014502842369,abc730,New data suggests that only one in two people with #coronavirus who end up on a ventilator will survive. Australian Paul Gauger is on of the lucky ones. He spent days on a ventilator in a New York hospital and lived to tell the tale. #abc730 @AngeDonnellan #COVID19 https://t.co/p0GfHmUUwA,Twitter Media Studio,,,False,2372,10,,183262,1116,True,en
1250937014553243648,OurRevolution,"Further proof Trump is putting personal greed over our country's health. #FireTrump #Coronavirus
https://t.co/0ckgWL3auW",TweetDeck,,,False,1274,25,,143243,1465,True,en
1250937026465144834,BryanDawsonUSA,"Such an insult to the brave corpsmen to serve under the orange abomination. Alexandria’s uncle served on the comfort as a firefighter after 9/11. Now she follows in his footsteps during the #coronavirus pandemic. These are our heroes. Words cannot express my gratitude.

#COVID19 https://t.co/ZItgCZHhrH",Twitter for iPhone,,,False,24310,19,,84510,53816,False,en
1250937137945612296,UNDP,"We're #StrongerTogether against #Coronavirus. @UNDPtech's @CalumAH explains our #COVID19DetectProtect challenge w/ @hacksterio, @microsoft
, @nvidia, &amp; other global tech giants are stepping up to co-develop tech solutions during #COVID19 pandemic. https://t.co/VMLKTl6Hp8",Meltwater Social,,,False,17043,13,,1490496,3651,True,en
1250937235765112833,EMichaelJones1,"The Wuhan Institute of Virology as the source of the #CoronavirusPandemic  is no longer a conspiracy theory.

#Covid_19 #CoronavirusTruth

https://t.co/gBevNq333R",Twitter Web App,,,False,1034,24,,21993,193,False,en
1250937266437935104,RevDrBarber,Workers &amp; community members w/ support from @RaiseUpfor15 &amp; @NC_PPC are demanding @mountaire_farms guarantee that ALL workers (incl. temporary workers) will NOT lose their jobs if they choose to stay home due to #COVID19 concerns &amp; will receive paid leave: https://t.co/Qgp4Eo4JxE,Twitter for Advertisers,,,False,3236,30,,247762,1391,True,en
1250937266446491648,RebelNewsOnline,"The Trudeau Liberals propose to tackle #coronavirus by bringing in a new censorship law

@ezralevant has the disturbing details — WATCH: 

https://t.co/e2J2pHz3on

PLUS guest @SheilaGunnReid 

#cdnpoli #KeepTheBorderClosed #abpoli https://t.co/mkYLg26FBu",TweetDeck,,,False,190,80,,185113,20445,True,en
1250937269856411650,TexasTribune,"The treatment injects antibody-rich plasma from people who have recovered from the coronavirus into people who have severe cases of #COVID19. 

Doctors aren’t sure yet if it will be effective. https://t.co/q7tQgWbpeH",Sprout Social,,,False,3150,13,,222774,59731,True,en
